midx,midy,midz,CuT,As,Rec,wi,fminz,i_arci
17020,106980,2220,0,0,0,12.915957,0,2
17060,106980,2220,0,0,0,15.426586,0,0
17100,106980,2220,0,0,0,14.7998,0,0
17140,106980,2220,0,0,0,15.979796,0,0
17180,106980,2220,0,0,0,17.09761,0,0
17220,106980,2220,0,0,0,17.807135,0,0
17260,106980,2220,0,0,0,18.908592,0,0
17300,106980,2220,0,0,0,19.023527,0,0
17340,106980,2220,0,0,0,20.876364,0,0
17380,106980,2220,0,0,0,19.825762,0,0
17420,106980,2220,0,0,0,18.122759,0,0
17460,106980,2220,0,0,0,16.482367,0,0
17500,106980,2220,0,0,0,15.862699,0,0
17540,106980,2220,0,0,0,15.096892,0,0
17580,106980,2220,0,0,0,14.766262,0,0
17620,106980,2220,0,0,0,16.084284,0,0
17660,106980,2220,0,0,0,16.28413,0,0
17700,106980,2220,0,0,0,15.981656,0,0
17740,106980,2220,0,0,0,16.575005,0,0
17780,106980,2220,0,0,0,17.220966,0,0
17820,106980,2220,0,0,0,17.139576,0,0
17860,106980,2220,0,0,0,18.094336,0,0
17900,106980,2220,0,0,0,18.63529,0,0
17940,106980,2220,0,0,0,18.378319,0,0
17980,106980,2220,0,0,0,19.295202,0,0
18020,106980,2220,0,0,0,18.853613,0,0
18060,106980,2220,0,0,0,18.065807,0,0
18100,106980,2220,0,0,0,18.22093,0,0
18140,106980,2220,0,0,0,16.286907,0,0
18180,106980,2220,0,0,0,15.105947,0,0
18220,106980,2220,0,0,0,14.970826,0,0
18260,106980,2220,0,0,0,14.755681,0,0
18300,106980,2220,0,0,0,14.552986,0,0
18340,106980,2220,0,0,0,14.253276,0,0
18380,106980,2220,0,0,0,13.998114,0,0
18420,106980,2220,0,0,0,14.117324,0,0
18460,106980,2220,0,0,0,14.104038,0,0
18500,106980,2220,0,0,0,13.974101,0,0
18540,106980,2220,0,0,0,13.900251,0,0
18580,106980,2220,0,0,0,15.459167,0,0
18620,106980,2220,0,0,0,14.118409,0,0
18660,106980,2220,0,0,0,13.782287,0,0
14700,106980,2240,0,0,0,15.430323,0,0
14740,106980,2240,0,0,0,14.51324,0,0
14780,106980,2240,0,0,0,15.503058,0,0
14820,106980,2240,0,0,0,16.59428,0,0
14860,106980,2240,0,0,0,16.629463,0,0
14900,106980,2240,0,0,0,16.760628,0,0
14940,106980,2240,0,0,0,15.783751,0,0
14980,106980,2240,0,0,0,15.737673,0,0
15020,106980,2240,0,0,0,15.617983,0,0
15060,106980,2240,0,0,0,14.316091,0,0
15100,106980,2240,0,0,0,14.345739,0,0
15140,106980,2240,0,0,0,16.243391,0,0
15180,106980,2240,0,0,0,17.301273,0,0
15220,106980,2240,0,0,0,16.318571,0,0
15260,106980,2240,0,0,0,17.354145,0,0
15300,106980,2240,0,0,0,16.981136,0,0
15340,106980,2240,0,0,0,18.435055,0,0
15380,106980,2240,0,0,0,17.880217,0,0
15420,106980,2240,0,0,0,17.612312,0,0
15460,106980,2240,0,0,0,17.224464,0,0
15500,106980,2240,0,0,0,19.102695,0,0
15540,106980,2240,0,0,0,16.817387,0,0
15580,106980,2240,0,0,0,15.357817,0,0
15620,106980,2240,0,0,0,16.135202,0,0
15660,106980,2240,0,0,0,16.658981,0,0
15700,106980,2240,0,0,0,16.38671,0,0
15740,106980,2240,0,0,0,16.347063,0,0
15780,106980,2240,0,0,0,16.518457,0,0
15820,106980,2240,0,0,0,17.041492,0,0
15860,106980,2240,0,0,0,16.616339,0,0
15900,106980,2240,0,0,0,16.405329,0,0
15940,106980,2240,0,0,0,15.369349,0,0
15980,106980,2240,0,0,0,14.793205,0,0
16020,106980,2240,0,0,0,14.27004,0,0
16060,106980,2240,0,0,0,15.684901,0,0
16100,106980,2240,0,0,0,16.203245,0,0
16140,106980,2240,0,0,0,15.317678,0,0
16180,106980,2240,0,0,0,14.050309,0,0
16220,106980,2240,0,0,0,13.658361,0,0
16260,106980,2240,0,0,0,15.358537,0,0
16300,106980,2240,0,0,0,14.737276,0,0
16340,106980,2240,0,0,0,15.8299,0,0
16380,106980,2240,0,0,0,15.474648,0,0
16420,106980,2240,0,0,0,14.74163,0,0
16460,106980,2240,0,0,0,16.09432,0,0
16500,106980,2240,0,0,0,16.869442,0,0
16540,106980,2240,0,0,0,14.487808,0,1
16580,106980,2240,0,0,0,13.942572,0,1
16620,106980,2240,0,0,0,14.223581,0,1
16660,106980,2240,0,0,0,15.327054,0,1
16700,106980,2240,0,0,0,16.322687,0,1
16740,106980,2240,0,0,0,15.912062,0,1
16780,106980,2240,0,0,0,14.933146,0,1
16820,106980,2240,0,0,0,14.910587,0,1
16860,106980,2240,0,0,0,14.37098,0,1
16900,106980,2240,0,0,0,14.846614,0,1
16940,106980,2240,0,0,0,15.854955,0,1
16980,106980,2240,0,0,0,13.476979,0,2
17020,106980,2240,0,0,0,12.54856,0,2
17060,106980,2240,0,0,0,15.637435,0,0
17100,106980,2240,0,0,0,14.945125,0,0
17140,106980,2240,0,0,0,16.318182,0,0
17180,106980,2240,0,0,0,17.172337,0,0
17220,106980,2240,0,0,0,17.546436,0,0
17260,106980,2240,0,0,0,18.096943,0,0
17300,106980,2240,0,0,0,18.84658,0,0
17340,106980,2240,0,0,0,21.030458,0,0
17380,106980,2240,0,0,0,19.93531,0,0
17420,106980,2240,0,0,0,17.944067,0,0
17460,106980,2240,0,0,0,16.877966,0,0
17500,106980,2240,0,0,0,16.217932,0,0
17540,106980,2240,0,0,0,15.327051,0,0
17580,106980,2240,0,0,0,15.092722,0,0
17620,106980,2240,0,0,0,16.178242,0,0
17660,106980,2240,0,0,0,15.739897,0,0
17700,106980,2240,0,0,0,15.626824,0,0
17740,106980,2240,0,0,0,16.3906,0,0
17780,106980,2240,0,0,0,17.011139,0,0
17820,106980,2240,0,0,0,17.13752,0,0
17860,106980,2240,0,0,0,18.300442,0,0
17900,106980,2240,0,0,0,18.474379,0,0
17940,106980,2240,0,0,0,18.839758,0,0
17980,106980,2240,0,0,0,18.931599,0,0
18020,106980,2240,0,0,0,18.963785,0,0
18060,106980,2240,0,0,0,17.810993,0,0
18100,106980,2240,0,0,0,17.592075,0,0
18140,106980,2240,0,0,0,16.18117,0,0
18180,106980,2240,0,0,0,15.569876,0,0
18220,106980,2240,0,0,0,15.198921,0,0
18260,106980,2240,0,0,0,14.595154,0,0
18300,106980,2240,0,0,0,14.579478,0,0
18340,106980,2240,0,0,0,13.954894,0,0
18380,106980,2240,0,0,0,13.716105,0,0
18420,106980,2240,0,0,0,13.745113,0,0
18460,106980,2240,0,0,0,14.28478,0,0
18500,106980,2240,0,0,0,13.811751,0,0
18540,106980,2240,0,0,0,14.562207,0,0
18580,106980,2240,0,0,0,14.664845,0,0
18620,106980,2240,0,0,0,13.959422,0,0
18660,106980,2240,0,0,0,14.486708,0,0
14700,106980,2260,0,0,0,15.218075,0,0
14740,106980,2260,0,0,0,14.319724,0,0
14780,106980,2260,0,0,0,15.50014,0,0
14820,106980,2260,0,0,0,16.50948,0,0
14860,106980,2260,0,0,0,17.224594,0,0
14900,106980,2260,0,0,0,16.637495,0,0
14940,106980,2260,0,0,0,15.88631,0,0
14980,106980,2260,0,0,0,15.566946,0,0
15020,106980,2260,0,0,0,15.329336,0,0
15060,106980,2260,0,0,0,14.555479,0,0
15100,106980,2260,0,0,0,14.950196,0,0
15140,106980,2260,0,0,0,15.68149,0,0
15180,106980,2260,0,0,0,17.201794,0,0
15220,106980,2260,0,0,0,16.848997,0,0
15260,106980,2260,0,0,0,17.403542,0,0
15300,106980,2260,0,0,0,16.485022,0,0
15340,106980,2260,0,0,0,17.71359,0,0
15380,106980,2260,0,0,0,18.454767,0,0
15420,106980,2260,0,0,0,18.782793,0,0
15460,106980,2260,0,0,0,17.3406,0,0
15500,106980,2260,0,0,0,18.846203,0,0
15540,106980,2260,0,0,0,17.285967,0,0
15580,106980,2260,0,0,0,15.617024,0,0
15620,106980,2260,0,0,0,16.717133,0,0
15660,106980,2260,0,0,0,16.58008,0,0
15700,106980,2260,0,0,0,16.65985,0,0
15740,106980,2260,0,0,0,16.773476,0,0
15780,106980,2260,0,0,0,16.321732,0,0
15820,106980,2260,0,0,0,17.216433,0,0
15860,106980,2260,0,0,0,17.106222,0,0
15900,106980,2260,0,0,0,16.652401,0,0
15940,106980,2260,0,0,0,15.323841,0,0
15980,106980,2260,0,0,0,14.491663,0,0
16020,106980,2260,0,0,0,15.29329,0,0
16060,106980,2260,0,0,0,16.351479,0,0
16100,106980,2260,0,0,0,16.474123,0,0
16140,106980,2260,0,0,0,15.389708,0,0
16180,106980,2260,0,0,0,13.493711,0,0
16220,106980,2260,0,0,0,13.982036,0,0
16260,106980,2260,0,0,0,14.802679,0,0
16300,106980,2260,0,0,0,14.675871,0,0
16340,106980,2260,0,0,0,16.058939,0,0
16380,106980,2260,0,0,0,15.1443,0,0
16420,106980,2260,0,0,0,15.029839,0,0
16460,106980,2260,0,0,0,14.353791,0,1
16500,106980,2260,0,0,0,14.154444,0,1
16540,106980,2260,0,0,0,14.573298,0,1
16580,106980,2260,0,0,0,13.655922,0,1
16620,106980,2260,0,0,0,14.024386,0,1
16660,106980,2260,0,0,0,15.380523,0,1
16700,106980,2260,0,0,0,15.971177,0,1
16740,106980,2260,0,0,0,16.02961,0,1
16780,106980,2260,0,0,0,14.643846,0,1
16820,106980,2260,0,0,0,14.348549,0,1
16860,106980,2260,0,0,0,14.196401,0,1
16900,106980,2260,0,0,0,14.528188,0,1
16940,106980,2260,0,0,0,15.977603,0,1
16980,106980,2260,0,0,0,12.692807,0,2
17020,106980,2260,0,0,0,13.812936,0,2
17060,106980,2260,0,0,0,11.116753,0,2
17100,106980,2260,0,0,0,13.493217,0,2
17140,106980,2260,0,0,0,16.763561,0,0
17180,106980,2260,0,0,0,17.62666,0,0
17220,106980,2260,0,0,0,18.33819,0,0
17260,106980,2260,0,0,0,17.90341,0,0
17300,106980,2260,0,0,0,18.088715,0,0
17340,106980,2260,0,0,0,21.039848,0,0
17380,106980,2260,0,0,0,19.569706,0,0
17420,106980,2260,0,0,0,17.792223,0,0
17460,106980,2260,0,0,0,16.305336,0,0
17500,106980,2260,0,0,0,15.88628,0,0
17540,106980,2260,0,0,0,15.341934,0,0
17580,106980,2260,0,0,0,16.202374,0,0
17620,106980,2260,0,0,0,16.098932,0,0
17660,106980,2260,0,0,0,16.085575,0,0
17700,106980,2260,0,0,0,15.778526,0,0
17740,106980,2260,0,0,0,16.834068,0,0
17780,106980,2260,0,0,0,17.552944,0,0
17820,106980,2260,0,0,0,17.54959,0,0
17860,106980,2260,0,0,0,18.533031,0,0
17900,106980,2260,0,0,0,18.11129,0,0
17940,106980,2260,0,0,0,18.905073,0,0
17980,106980,2260,0,0,0,18.447895,0,0
18020,106980,2260,0,0,0,18.640339,0,0
18060,106980,2260,0,0,0,18.247484,0,0
18100,106980,2260,0,0,0,17.104002,0,0
18140,106980,2260,0,0,0,16.18734,0,0
18180,106980,2260,0,0,0,15.052135,0,0
18220,106980,2260,0,0,0,14.935867,0,0
18260,106980,2260,0,0,0,14.141443,0,0
18300,106980,2260,0,0,0,14.237589,0,0
18340,106980,2260,0,0,0,13.562689,0,0
18380,106980,2260,0,0,0,14.423976,0,0
18420,106980,2260,0,0,0,14.337506,0,0
18460,106980,2260,0,0,0,13.652574,0,0
18500,106980,2260,0,0,0,13.828067,0,0
18540,106980,2260,0,0,0,14.201604,0,0
18580,106980,2260,0,0,0,14.646094,0,0
18620,106980,2260,0,0,0,14.147504,0,0
18660,106980,2260,0,0,0,14.539081,0,0
14700,106980,2280,0,0,0,15.394293,0,0
14740,106980,2280,0,0,0,14.559021,0,0
14780,106980,2280,0,0,0,15.265,0,0
14820,106980,2280,0,0,0,16.497194,0,0
14860,106980,2280,0,0,0,17.480785,0,0
14900,106980,2280,0,0,0,16.800991,0,0
14940,106980,2280,0,0,0,15.727141,0,0
14980,106980,2280,0,0,0,15.163084,0,0
15020,106980,2280,0,0,0,15.503159,0,0
15060,106980,2280,0,0,0,14.833068,0,0
15100,106980,2280,0,0,0,15.051609,0,0
15140,106980,2280,0,0,0,16.022327,0,0
15180,106980,2280,0,0,0,17.058052,0,0
15220,106980,2280,0,0,0,17.185766,0,0
15260,106980,2280,0,0,0,16.347164,0,0
15300,106980,2280,0,0,0,16.891441,0,0
15340,106980,2280,0,0,0,18.554008,0,0
15380,106980,2280,0,0,0,18.758766,0,0
15420,106980,2280,0,0,0,18.311127,0,0
15460,106980,2280,0,0,0,18.37941,0,0
15500,106980,2280,0,0,0,18.8341,0,0
15540,106980,2280,0,0,0,17.391851,0,0
15580,106980,2280,0,0,0,16.302696,0,0
15620,106980,2280,0,0,0,16.400951,0,0
15660,106980,2280,0,0,0,16.65779,0,0
15700,106980,2280,0,0,0,15.63572,0,0
15740,106980,2280,0,0,0,16.713608,0,0
15780,106980,2280,0,0,0,16.667181,0,0
15820,106980,2280,0,0,0,17.164188,0,0
15860,106980,2280,0,0,0,16.849901,0,0
15900,106980,2280,0,0,0,16.745224,0,0
15940,106980,2280,0,0,0,15.949366,0,0
15980,106980,2280,0,0,0,15.034195,0,0
16020,106980,2280,0,0,0,15.712197,0,0
16060,106980,2280,0,0,0,16.685694,0,0
16100,106980,2280,0,0,0,15.86799,0,0
16140,106980,2280,0,0,0,14.744139,0,0
16180,106980,2280,0,0,0,13.123311,0,0
16220,106980,2280,0,0,0,13.988267,0,0
16260,106980,2280,0,0,0,14.450747,0,0
16300,106980,2280,0,0,0,14.844685,0,0
16340,106980,2280,0,0,0,16.49948,0,0
16380,106980,2280,0,0,0,14.657125,0,0
16420,106980,2280,0,0,0,14.583238,0,1
16460,106980,2280,0,0,0,14.955218,0,1
16500,106980,2280,0,0,0,14.824364,0,1
16540,106980,2280,0,0,0,14.458619,0,1
16580,106980,2280,0,0,0,13.954345,0,1
16620,106980,2280,0,0,0,13.399258,0,1
16660,106980,2280,0,0,0,14.506154,0,1
16700,106980,2280,0,0,0,15.437211,0,1
16740,106980,2280,0,0,0,15.74836,0,1
16780,106980,2280,0,0,0,15.127028,0,1
16820,106980,2280,0,0,0,13.760125,0,1
16860,106980,2280,0,0,0,13.953547,0,1
16900,106980,2280,0,0,0,14.270613,0,1
16940,106980,2280,0,0,0,15.528287,0,1
16980,106980,2280,0,0,0,15.654757,0,1
17020,106980,2280,0,0,0,15.081553,0,1
17060,106980,2280,0,0,0,14.809417,0,2
17100,106980,2280,0,0,0,12.568952,0,2
17140,106980,2280,0,0,0,13.45753,0,2
17180,106980,2280,0,0,0,13.025505,0,2
17220,106980,2280,0,0,0,8.602065,0,2
17260,106980,2280,0,0,0,13.481168,0,2
17300,106980,2280,0,0,0,18.108728,0,0
17340,106980,2280,0,0,0,20.345673,0,0
17380,106980,2280,0,0,0,19.42542,0,0
17420,106980,2280,0,0,0,17.48616,0,0
17460,106980,2280,0,0,0,15.553202,0,0
17500,106980,2280,0,0,0,15.85416,0,0
17540,106980,2280,0,0,0,15.372014,0,0
17580,106980,2280,0,0,0,16.106771,0,0
17620,106980,2280,0,0,0,15.878668,0,0
17660,106980,2280,0,0,0,16.197355,0,0
17700,106980,2280,0,0,0,16.155672,0,0
17740,106980,2280,0,0,0,16.755665,0,0
17780,106980,2280,0,0,0,17.607306,0,0
17820,106980,2280,0,0,0,17.959837,0,0
17860,106980,2280,0,0,0,17.660969,0,0
17900,106980,2280,0,0,0,18.68581,0,0
17940,106980,2280,0,0,0,19.509432,0,0
17980,106980,2280,0,0,0,18.342165,0,0
18020,106980,2280,0,0,0,17.688768,0,0
18060,106980,2280,0,0,0,18.753185,0,0
18100,106980,2280,0,0,0,17.364975,0,0
18140,106980,2280,0,0,0,16.134687,0,0
18180,106980,2280,0,0,0,14.897594,0,0
18220,106980,2280,0,0,0,13.977381,0,0
18260,106980,2280,0,0,0,14.012687,0,0
18300,106980,2280,0,0,0,14.024,0,0
18340,106980,2280,0,0,0,13.458726,0,0
18380,106980,2280,0,0,0,14.396985,0,0
18420,106980,2280,0,0,0,13.855557,0,0
18460,106980,2280,0,0,0,14.167154,0,0
18500,106980,2280,0,0,0,13.336101,0,0
18540,106980,2280,0,0,0,13.864353,0,0
18580,106980,2280,0,0,0,13.812989,0,0
18620,106980,2280,0,0,0,14.378516,0,0
18660,106980,2280,0,0,0,14.577155,0,0
14700,106980,2300,0,0,0,15.121043,0,0
14740,106980,2300,0,0,0,14.655663,0,0
14780,106980,2300,0,0,0,15.911772,0,0
14820,106980,2300,0,0,0,16.74355,0,0
14860,106980,2300,0,0,0,17.528412,0,0
14900,106980,2300,0,0,0,16.231785,0,0
14940,106980,2300,0,0,0,15.824014,0,0
14980,106980,2300,0,0,0,15.317959,0,0
15020,106980,2300,0,0,0,15.80432,0,0
15060,106980,2300,0,0,0,15.208122,0,0
15100,106980,2300,0,0,0,15.930052,0,0
15140,106980,2300,0,0,0,16.075115,0,0
15180,106980,2300,0,0,0,16.817352,0,0
15220,106980,2300,0,0,0,17.71769,0,0
15260,106980,2300,0,0,0,15.779463,0,0
15300,106980,2300,0,0,0,16.83519,0,0
15340,106980,2300,0,0,0,17.574364,0,0
15380,106980,2300,0,0,0,19.208193,0,0
15420,106980,2300,0,0,0,18.280054,0,0
15460,106980,2300,0,0,0,17.708725,0,0
15500,106980,2300,0,0,0,19.617725,0,0
15540,106980,2300,0,0,0,18.159817,0,0
15580,106980,2300,0,0,0,16.697836,0,0
15620,106980,2300,0,0,0,16.133095,0,0
15660,106980,2300,0,0,0,16.38485,0,0
15700,106980,2300,0,0,0,15.799006,0,0
15740,106980,2300,0,0,0,16.71584,0,0
15780,106980,2300,0,0,0,16.831476,0,0
15820,106980,2300,0,0,0,16.965652,0,0
15860,106980,2300,0,0,0,16.521646,0,0
15900,106980,2300,0,0,0,16.753838,0,0
15940,106980,2300,0,0,0,17.165655,0,0
15980,106980,2300,0,0,0,15.55127,0,0
16020,106980,2300,0,0,0,15.792512,0,0
16060,106980,2300,0,0,0,15.863156,0,0
16100,106980,2300,0,0,0,15.373684,0,0
16140,106980,2300,0,0,0,14.170979,0,0
16180,106980,2300,0,0,0,13.266402,0,0
16220,106980,2300,0,0,0,14.123506,0,0
16260,106980,2300,0,0,0,14.761271,0,0
16300,106980,2300,0,0,0,14.757771,0,0
16340,106980,2300,0,0,0,16.211395,0,0
16380,106980,2300,0,0,0,15.084978,0,1
16420,106980,2300,0,0,0,14.57459,0,1
16460,106980,2300,0,0,0,15.04584,0,1
16500,106980,2300,0,0,0,14.839197,0,1
16540,106980,2300,0,0,0,14.93154,0,1
16580,106980,2300,0,0,0,14.189774,0,1
16620,106980,2300,0,0,0,13.698901,0,1
16660,106980,2300,0,0,0,13.848123,0,1
16700,106980,2300,0,0,0,15.820848,0,1
16740,106980,2300,0,0,0,15.93305,0,1
16780,106980,2300,0,0,0,15.049015,0,1
16820,106980,2300,0,0,0,13.877407,0,1
16860,106980,2300,0,0,0,14.060421,0,1
16900,106980,2300,0,0,0,14.821279,0,1
16940,106980,2300,0,0,0,15.264519,0,1
16980,106980,2300,0,0,0,15.469666,0,1
17020,106980,2300,0,0,0,15.231709,0,1
17060,106980,2300,0,0,0,15.021682,0,1
17100,106980,2300,0,0,0,13.649956,0,2
17140,106980,2300,0,0,0,13.885525,0,2
17180,106980,2300,0,0,0,11.324069,0,2
17220,106980,2300,0,0,0,13.907118,0,2
17260,106980,2300,0,0,0,14.045717,0,2
17300,106980,2300,0,0,0,11.391925,0,2
17340,106980,2300,0,0,0,12.350121,0,2
17380,106980,2300,0,0,0,14.600885,0,2
17420,106980,2300,0,0,0,17.964066,0,0
17460,106980,2300,0,0,0,15.841206,0,0
17500,106980,2300,0,0,0,15.351972,0,0
17540,106980,2300,0,0,0,15.82941,0,0
17580,106980,2300,0,0,0,16.558979,0,0
17620,106980,2300,0,0,0,16.093628,0,0
17660,106980,2300,0,0,0,16.25246,0,0
17700,106980,2300,0,0,0,17.01119,0,0
17740,106980,2300,0,0,0,16.814054,0,0
17780,106980,2300,0,0,0,17.272625,0,0
17820,106980,2300,0,0,0,18.102728,0,0
