midx,midy,midz,CuT,As,Rec,wi,fminz,i_arci
17860,106980,2300,0,0,0,17.511095,0,0
17900,106980,2300,0,0,0,18.892097,0,0
17940,106980,2300,0,0,0,19.44841,0,0
17980,106980,2300,0,0,0,18.568916,0,0
18020,106980,2300,0,0,0,18.120125,0,0
18060,106980,2300,0,0,0,18.354872,0,0
18100,106980,2300,0,0,0,16.597773,0,0
18140,106980,2300,0,0,0,15.842054,0,0
18180,106980,2300,0,0,0,14.722286,0,0
18220,106980,2300,0,0,0,14.029642,0,0
18260,106980,2300,0,0,0,13.906627,0,0
18300,106980,2300,0,0,0,14.28617,0,0
18340,106980,2300,0,0,0,13.917439,0,0
18380,106980,2300,0,0,0,14.763795,0,0
18420,106980,2300,0,0,0,14.003999,0,0
18460,106980,2300,0,0,0,14.360965,0,0
18500,106980,2300,0,0,0,12.93799,0,0
18540,106980,2300,0,0,0,13.333896,0,0
18580,106980,2300,0,0,0,14.149191,0,0
18620,106980,2300,0,0,0,15.1448,0,0
18660,106980,2300,0,0,0,14.333973,0,0
14700,106980,2320,0,0,0,15.918884,0,0
14740,106980,2320,0,0,0,15.031421,0,0
14780,106980,2320,0,0,0,15.862476,0,0
14820,106980,2320,0,0,0,16.820436,0,0
14860,106980,2320,0,0,0,16.87905,0,0
14900,106980,2320,0,0,0,16.131983,0,0
14940,106980,2320,0,0,0,15.357046,0,0
14980,106980,2320,0,0,0,15.879188,0,0
15020,106980,2320,0,0,0,14.687036,0,0
15060,106980,2320,0,0,0,15.005726,0,0
15100,106980,2320,0,0,0,14.681634,0,0
15140,106980,2320,0,0,0,15.727005,0,0
15180,106980,2320,0,0,0,17.087437,0,0
15220,106980,2320,0,0,0,17.123587,0,0
15260,106980,2320,0,0,0,15.423682,0,0
15300,106980,2320,0,0,0,17.446274,0,0
15340,106980,2320,0,0,0,17.788504,0,0
15380,106980,2320,0,0,0,19.1143,0,0
15420,106980,2320,0,0,0,18.307941,0,0
15460,106980,2320,0,0,0,17.96222,0,0
15500,106980,2320,0,0,0,19.620422,0,0
15540,106980,2320,0,0,0,18.315483,0,0
15580,106980,2320,0,0,0,17.067816,0,0
15620,106980,2320,0,0,0,17.258163,0,0
15660,106980,2320,0,0,0,17.179695,0,0
15700,106980,2320,0,0,0,15.955283,0,0
15740,106980,2320,0,0,0,16.905073,0,0
15780,106980,2320,0,0,0,16.197857,0,0
15820,106980,2320,0,0,0,16.806704,0,0
15860,106980,2320,0,0,0,17.627401,0,0
15900,106980,2320,0,0,0,16.675959,0,0
15940,106980,2320,0,0,0,16.564472,0,0
15980,106980,2320,0,0,0,15.429569,0,0
16020,106980,2320,0,0,0,15.95661,0,0
16060,106980,2320,0,0,0,15.430207,0,0
16100,106980,2320,0,0,0,15.600871,0,0
16140,106980,2320,0,0,0,14.403343,0,0
16180,106980,2320,0,0,0,13.66157,0,0
16220,106980,2320,0,0,0,13.847784,0,0
16260,106980,2320,0,0,0,14.429338,0,0
16300,106980,2320,0,0,0,15.017108,0,0
16340,106980,2320,0,0,0,15.635096,0,1
16380,106980,2320,0,0,0,14.968024,0,1
16420,106980,2320,0,0,0,13.900941,0,1
16460,106980,2320,0,0,0,14.510087,0,1
16500,106980,2320,0,0,0,15.467737,0,1
16540,106980,2320,0,0,0,15.194738,0,1
16580,106980,2320,0,0,0,14.676046,0,1
16620,106980,2320,0,0,0,14.141979,0,1
16660,106980,2320,0,0,0,15.08371,0,1
16700,106980,2320,0,0,0,16.201511,0,1
16740,106980,2320,0,0,0,15.767574,0,1
16780,106980,2320,0,0,0,14.750106,0,1
16820,106980,2320,0,0,0,14.069449,0,1
16860,106980,2320,0,0,0,14.104385,0,1
16900,106980,2320,0,0,0,15.655489,0,1
16940,106980,2320,0,0,0,15.202291,0,1
16980,106980,2320,0,0,0,15.334724,0,1
17020,106980,2320,0,0,0,15.077467,0,1
17060,106980,2320,0,0,0,14.909142,0,1
17100,106980,2320,0,0,0,13.292222,0,2
17140,106980,2320,0,0,0,12.864211,0,2
17180,106980,2320,0,0,0,13.619993,0,2
17220,106980,2320,0,0,0,11.240124,0,2
17260,106980,2320,0,0,0,12.717254,0,2
17300,106980,2320,0,0,0,13.599655,0,2
17340,106980,2320,0,0,0,11.137101,0,2
17380,106980,2320,0,0,0,12.667022,0,2
17420,106980,2320,0,0,0,14.398363,0,2
17460,106980,2320,0,0,0,14.42378,0,2
17500,106980,2320,0,0,0,15.052689,0,0
17540,106980,2320,0,0,0,15.058094,0,0
17580,106980,2320,0,0,0,16.171986,0,0
17620,106980,2320,0,0,0,16.280815,0,0
17660,106980,2320,0,0,0,15.645725,0,0
17700,106980,2320,0,0,0,16.738943,0,0
17740,106980,2320,0,0,0,17.38118,0,0
17780,106980,2320,0,0,0,16.596272,0,0
17820,106980,2320,0,0,0,18.12675,0,0
17860,106980,2320,0,0,0,17.591034,0,0
17900,106980,2320,0,0,0,18.659678,0,0
17940,106980,2320,0,0,0,18.653765,0,0
17980,106980,2320,0,0,0,18.891598,0,0
18020,106980,2320,0,0,0,18.475363,0,0
18060,106980,2320,0,0,0,18.423944,0,0
18100,106980,2320,0,0,0,17.405458,0,0
18140,106980,2320,0,0,0,16.283434,0,0
18180,106980,2320,0,0,0,15.468429,0,0
18220,106980,2320,0,0,0,14.476254,0,0
18260,106980,2320,0,0,0,13.837723,0,0
18300,106980,2320,0,0,0,14.385152,0,0
18340,106980,2320,0,0,0,13.947776,0,0
18380,106980,2320,0,0,0,14.354328,0,0
18420,106980,2320,0,0,0,14.421029,0,0
18460,106980,2320,0,0,0,14.398101,0,0
18500,106980,2320,0,0,0,13.551847,0,0
18540,106980,2320,0,0,0,12.746659,0,0
18580,106980,2320,0,0,0,14.04212,0,0
18620,106980,2320,0,0,0,15.279219,0,0
18660,106980,2320,0,0,0,14.045913,0,0
14700,106980,2340,0,0,0,15.958838,0,0
14740,106980,2340,0,0,0,15.332028,0,0
14780,106980,2340,0,0,0,16.289965,0,0
14820,106980,2340,0,0,0,17.596506,0,0
14860,106980,2340,0,0,0,17.428051,0,0
14900,106980,2340,0,0,0,16.093128,0,0
14940,106980,2340,0,0,0,15.152146,0,0
14980,106980,2340,0,0,0,15.810952,0,0
15020,106980,2340,0,0,0,15.111452,0,0
15060,106980,2340,0,0,0,15.15496,0,0
15100,106980,2340,0,0,0,14.37291,0,0
15140,106980,2340,0,0,0,15.758682,0,0
15180,106980,2340,0,0,0,16.371649,0,0
15220,106980,2340,0,0,0,16.30591,0,0
15260,106980,2340,0,0,0,16.722094,0,0
15300,106980,2340,0,0,0,16.772684,0,0
15340,106980,2340,0,0,0,17.978512,0,0
15380,106980,2340,0,0,0,18.571638,0,0
15420,106980,2340,0,0,0,18.569374,0,0
15460,106980,2340,0,0,0,18.49245,0,0
15500,106980,2340,0,0,0,19.27256,0,0
15540,106980,2340,0,0,0,17.41011,0,0
15580,106980,2340,0,0,0,17.52579,0,0
15620,106980,2340,0,0,0,17.068933,0,0
15660,106980,2340,0,0,0,16.654684,0,0
15700,106980,2340,0,0,0,16.215967,0,0
15740,106980,2340,0,0,0,16.305916,0,0
15780,106980,2340,0,0,0,16.347534,0,0
15820,106980,2340,0,0,0,16.88775,0,0
15860,106980,2340,0,0,0,17.484043,0,0
15900,106980,2340,0,0,0,16.754782,0,0
15940,106980,2340,0,0,0,16.817938,0,0
15980,106980,2340,0,0,0,15.610488,0,0
16020,106980,2340,0,0,0,15.617891,0,0
16060,106980,2340,0,0,0,15.334428,0,0
16100,106980,2340,0,0,0,15.560704,0,0
16140,106980,2340,0,0,0,13.981241,0,0
16180,106980,2340,0,0,0,13.680696,0,0
16220,106980,2340,0,0,0,13.196154,0,0
16260,106980,2340,0,0,0,14.183995,0,0
16300,106980,2340,0,0,0,17.002117,0,1
16340,106980,2340,0,0,0,16.047203,0,1
16380,106980,2340,0,0,0,14.577186,0,1
16420,106980,2340,0,0,0,13.943059,0,1
16460,106980,2340,0,0,0,14.645168,0,1
16500,106980,2340,0,0,0,15.066102,0,1
16540,106980,2340,0,0,0,14.947549,0,1
16580,106980,2340,0,0,0,15.474168,0,1
16620,106980,2340,0,0,0,14.520629,0,1
16660,106980,2340,0,0,0,14.984436,0,1
16700,106980,2340,0,0,0,15.561952,0,1
16740,106980,2340,0,0,0,16.210325,0,1
16780,106980,2340,0,0,0,14.643221,0,1
16820,106980,2340,0,0,0,14.502751,0,1
16860,106980,2340,0,0,0,14.585279,0,1
16900,106980,2340,0,0,0,15.649113,0,1
16940,106980,2340,0,0,0,14.597586,0,1
16980,106980,2340,0,0,0,15.287011,0,1
17020,106980,2340,0,0,0,15.316769,0,1
17060,106980,2340,0,0,0,15.756343,0,1
17100,106980,2340,0,0,0,15.524405,0,1
17140,106980,2340,0,0,0,14.809413,0,2
17180,106980,2340,0,0,0,14.555327,0,2
17220,106980,2340,0,0,0,11.924959,0,2
17260,106980,2340,0,0,0,13.11356,0,2
17300,106980,2340,0,0,0,12.429548,0,2
17340,106980,2340,0,0,0,9.333577,0,3
17380,106980,2340,0,0,0,10.625414,0,3
17420,106980,2340,0,0,0,10.679654,0,3
17460,106980,2340,0,0,0,11.780256,0,2
17500,106980,2340,0,0,0,11.901789,0,2
17540,106980,2340,0,0,0,15.754349,0,0
17580,106980,2340,0,0,0,16.042019,0,0
17620,106980,2340,0,0,0,15.116005,0,0
17660,106980,2340,0,0,0,15.759284,0,0
17700,106980,2340,0,0,0,16.038162,0,0
17740,106980,2340,0,0,0,16.755745,0,0
17780,106980,2340,0,0,0,16.714935,0,0
17820,106980,2340,0,0,0,18.019491,0,0
17860,106980,2340,0,0,0,16.91096,0,0
17900,106980,2340,0,0,0,18.074194,0,0
17940,106980,2340,0,0,0,18.828327,0,0
17980,106980,2340,0,0,0,18.641285,0,0
18020,106980,2340,0,0,0,18.291325,0,0
18060,106980,2340,0,0,0,18.09303,0,0
18100,106980,2340,0,0,0,17.690916,0,0
18140,106980,2340,0,0,0,17.091566,0,0
18180,106980,2340,0,0,0,15.889125,0,0
18220,106980,2340,0,0,0,14.152672,0,0
18260,106980,2340,0,0,0,13.397182,0,0
18300,106980,2340,0,0,0,14.077926,0,0
18340,106980,2340,0,0,0,14.657148,0,0
18380,106980,2340,0,0,0,14.430476,0,0
18420,106980,2340,0,0,0,13.827641,0,0
18460,106980,2340,0,0,0,14.560281,0,0
18500,106980,2340,0,0,0,14.632104,0,0
18540,106980,2340,0,0,0,13.422531,0,0
18580,106980,2340,0,0,0,14.182911,0,0
18620,106980,2340,0,0,0,15.575338,0,0
18660,106980,2340,0,0,0,15.295945,0,0
14700,106980,2360,0,0,0,15.858033,0,0
14740,106980,2360,0,0,0,16.033636,0,0
14780,106980,2360,0,0,0,16.319193,0,0
14820,106980,2360,0,0,0,16.915024,0,0
14860,106980,2360,0,0,0,17.093012,0,0
14900,106980,2360,0,0,0,16.152805,0,0
14940,106980,2360,0,0,0,16.196747,0,0
14980,106980,2360,0,0,0,15.578886,0,0
15020,106980,2360,0,0,0,15.383467,0,0
15060,106980,2360,0,0,0,14.824567,0,0
15100,106980,2360,0,0,0,14.006869,0,0
15140,106980,2360,0,0,0,16.05074,0,0
15180,106980,2360,0,0,0,15.982134,0,0
15220,106980,2360,0,0,0,16.10326,0,0
15260,106980,2360,0,0,0,17.104216,0,0
15300,106980,2360,0,0,0,17.845045,0,0
15340,106980,2360,0,0,0,17.656849,0,0
15380,106980,2360,0,0,0,18.59439,0,0
15420,106980,2360,0,0,0,18.29218,0,0
15460,106980,2360,0,0,0,18.606884,0,0
15500,106980,2360,0,0,0,18.867477,0,0
15540,106980,2360,0,0,0,18.470682,0,0
15580,106980,2360,0,0,0,17.847527,0,0
15620,106980,2360,0,0,0,17.50383,0,0
15660,106980,2360,0,0,0,16.318178,0,0
15700,106980,2360,0,0,0,15.982377,0,0
15740,106980,2360,0,0,0,16.223299,0,0
15780,106980,2360,0,0,0,16.727436,0,0
15820,106980,2360,0,0,0,16.806082,0,0
15860,106980,2360,0,0,0,16.948345,0,0
15900,106980,2360,0,0,0,16.749765,0,0
15940,106980,2360,0,0,0,16.61877,0,0
15980,106980,2360,0,0,0,15.539643,0,0
16020,106980,2360,0,0,0,14.725652,0,0
16060,106980,2360,0,0,0,15.209393,0,0
16100,106980,2360,0,0,0,15.909595,0,0
16140,106980,2360,0,0,0,14.190802,0,0
16180,106980,2360,0,0,0,13.702278,0,0
16220,106980,2360,0,0,0,17.376215,0,1
16260,106980,2360,0,0,0,16.319698,0,1
16300,106980,2360,0,0,0,16.024881,0,1
16340,106980,2360,0,0,0,15.423755,0,1
16380,106980,2360,0,0,0,15.009433,0,1
16420,106980,2360,0,0,0,14.325721,0,1
16460,106980,2360,0,0,0,15.106217,0,1
16500,106980,2360,0,0,0,15.399244,0,1
16540,106980,2360,0,0,0,15.430331,0,1
16580,106980,2360,0,0,0,16.397697,0,1
16620,106980,2360,0,0,0,15.436962,0,1
16660,106980,2360,0,0,0,16.00516,0,1
16700,106980,2360,0,0,0,15.022619,0,1
16740,106980,2360,0,0,0,15.509142,0,1
16780,106980,2360,0,0,0,15.040534,0,1
16820,106980,2360,0,0,0,14.160189,0,1
16860,106980,2360,0,0,0,14.045014,0,1
16900,106980,2360,0,0,0,15.273667,0,1
16940,106980,2360,0,0,0,14.722023,0,1
16980,106980,2360,0,0,0,15.416171,0,1
17020,106980,2360,0,0,0,15.50167,0,1
17060,106980,2360,0,0,0,14.947231,0,1
17100,106980,2360,0,0,0,16.21935,0,1
17140,106980,2360,0,0,0,12.303063,0,2
17180,106980,2360,0,0,0,13.906641,0,2
17220,106980,2360,0,0,0,13.489821,0,2
17260,106980,2360,0,0,0,12.8757,0,2
17300,106980,2360,0,0,0,12.19884,0,2
17340,106980,2360,0,0,0,11.772631,0,3
17380,106980,2360,0,0,0,11.384973,0,3
17420,106980,2360,0,0,0,10.172028,0,3
17460,106980,2360,0,0,0,11.96095,0,3
17500,106980,2360,0,0,0,11.875057,0,2
17540,106980,2360,0,0,0,12.780879,0,2
17580,106980,2360,0,0,0,15.85739,0,0
17620,106980,2360,0,0,0,15.777137,0,0
17660,106980,2360,0,0,0,15.747365,0,0
17700,106980,2360,0,0,0,15.989049,0,0
17740,106980,2360,0,0,0,16.317417,0,0
17780,106980,2360,0,0,0,16.798569,0,0
17820,106980,2360,0,0,0,17.365807,0,0
17860,106980,2360,0,0,0,17.09317,0,0
17900,106980,2360,0,0,0,18.426407,0,0
17940,106980,2360,0,0,0,18.265596,0,0
17980,106980,2360,0,0,0,18.72296,0,0
18020,106980,2360,0,0,0,19.024296,0,0
18060,106980,2360,0,0,0,18.152718,0,0
18100,106980,2360,0,0,0,17.92913,0,0
18140,106980,2360,0,0,0,16.741215,0,0
18180,106980,2360,0,0,0,15.061099,0,0
18220,106980,2360,0,0,0,13.415714,0,0
18260,106980,2360,0,0,0,13.672132,0,0
18300,106980,2360,0,0,0,13.768835,0,0
18340,106980,2360,0,0,0,14.221538,0,0
18380,106980,2360,0,0,0,14.172628,0,0
18420,106980,2360,0,0,0,13.437994,0,0
18460,106980,2360,0,0,0,14.324039,0,0
18500,106980,2360,0,0,0,14.256112,0,0
18540,106980,2360,0,0,0,13.869328,0,0
18580,106980,2360,0,0,0,14.508992,0,0
18620,106980,2360,0,0,0,15.172644,0,0
18660,106980,2360,0,0,0,14.495198,0,0
14700,106980,2380,0,0,0,16.202663,0,0
14740,106980,2380,0,0,0,16.06565,0,0
14780,106980,2380,0,0,0,16.20447,0,0
14820,106980,2380,0,0,0,16.329315,0,0
14860,106980,2380,0,0,0,17.39853,0,0
14900,106980,2380,0,0,0,15.854248,0,0
14940,106980,2380,0,0,0,16.14739,0,0
14980,106980,2380,0,0,0,15.378262,0,0
15020,106980,2380,0,0,0,15.30581,0,0
15060,106980,2380,0,0,0,14.992561,0,0
15100,106980,2380,0,0,0,14.352108,0,0
15140,106980,2380,0,0,0,16.271479,0,0
15180,106980,2380,0,0,0,16.67429,0,0
15220,106980,2380,0,0,0,16.690632,0,0
15260,106980,2380,0,0,0,18.083529,0,0
15300,106980,2380,0,0,0,18.781218,0,0
15340,106980,2380,0,0,0,17.592752,0,0
15380,106980,2380,0,0,0,18.70879,0,0
15420,106980,2380,0,0,0,17.793335,0,0
15460,106980,2380,0,0,0,18.145258,0,0
15500,106980,2380,0,0,0,18.846489,0,0
15540,106980,2380,0,0,0,18.576654,0,0
15580,106980,2380,0,0,0,17.107338,0,0
15620,106980,2380,0,0,0,16.74114,0,0
15660,106980,2380,0,0,0,16.163326,0,0
15700,106980,2380,0,0,0,16.301598,0,0
15740,106980,2380,0,0,0,16.596407,0,0
15780,106980,2380,0,0,0,16.541199,0,0
15820,106980,2380,0,0,0,16.215017,0,0
15860,106980,2380,0,0,0,16.795351,0,0
15900,106980,2380,0,0,0,16.574003,0,0
15940,106980,2380,0,0,0,16.477345,0,0
15980,106980,2380,0,0,0,15.06707,0,0
16020,106980,2380,0,0,0,14.310452,0,0
16060,106980,2380,0,0,0,15.002694,0,0
16100,106980,2380,0,0,0,15.641175,0,0
16140,106980,2380,0,0,0,15.228942,0,1
16180,106980,2380,0,0,0,15.963425,0,1
16220,106980,2380,0,0,0,17.396133,0,1
16260,106980,2380,0,0,0,16.048836,0,1
16300,106980,2380,0,0,0,15.909035,0,1
16340,106980,2380,0,0,0,15.892132,0,1
16380,106980,2380,0,0,0,14.370118,0,1
16420,106980,2380,0,0,0,14.293951,0,1
16460,106980,2380,0,0,0,15.534081,0,1
16500,106980,2380,0,0,0,16.00471,0,1
16540,106980,2380,0,0,0,15.490439,0,1
16580,106980,2380,0,0,0,16.134888,0,1
16620,106980,2380,0,0,0,16.54086,0,1
16660,106980,2380,0,0,0,17.02955,0,1
16700,106980,2380,0,0,0,15.260076,0,1
16740,106980,2380,0,0,0,15.135942,0,1
16780,106980,2380,0,0,0,15.407091,0,1
16820,106980,2380,0,0,0,13.792823,0,1
16860,106980,2380,0,0,0,14.033196,0,1
16900,106980,2380,0,0,0,15.287286,0,1
16940,106980,2380,0,0,0,14.98377,0,1
16980,106980,2380,0,0,0,15.702292,0,1
17020,106980,2380,0,0,0,16.462563,0,1
17060,106980,2380,0,0,0,15.854805,0,1
17100,106980,2380,0,0,0,16.40856,0,1
17140,106980,2380,0,0,0,11.070888,0,2
17180,106980,2380,0,0,0,13.170041,0,2
17220,106980,2380,0,0,0,14.402079,0,2
17260,106980,2380,0,0,0,15.269002,0,2
17300,106980,2380,0,0,0,10.190927,0,3
17340,106980,2380,0,0,0,10.224852,0,3
17380,106980,2380,0,0,0,11.196788,0,3
17420,106980,2380,0,0,0,12.279793,0,3
17460,106980,2380,0,0,0,12.703457,0,3
17500,106980,2380,0,0,0,9.24688,0,2
17540,106980,2380,0,0,0,12.001416,0,2
17580,106980,2380,0,0,0,11.361807,0,3
17620,106980,2380,0,0,0,13.920737,0,3
17660,106980,2380,0,0,0,10.248255,0,0
17700,106980,2380,0,0,0,16.208008,0,0
17740,106980,2380,0,0,0,16.537678,0,0
17780,106980,2380,0,0,0,16.441843,0,0
17820,106980,2380,0,0,0,16.734852,0,0
17860,106980,2380,0,0,0,17.147581,0,0
17900,106980,2380,0,0,0,17.396784,0,0
17940,106980,2380,0,0,0,17.45489,0,0
17980,106980,2380,0,0,0,18.426085,0,0
18020,106980,2380,0,0,0,19.146168,0,0
18060,106980,2380,0,0,0,18.435223,0,0
18100,106980,2380,0,0,0,18.08062,0,0
18140,106980,2380,0,0,0,17.023157,0,0
18180,106980,2380,0,0,0,14.557546,0,0
18220,106980,2380,0,0,0,13.564165,0,0
18260,106980,2380,0,0,0,13.692132,0,0
18300,106980,2380,0,0,0,13.350789,0,0
18340,106980,2380,0,0,0,14.015187,0,0
18380,106980,2380,0,0,0,14.104493,0,0
18420,106980,2380,0,0,0,13.446875,0,0
18460,106980,2380,0,0,0,13.989015,0,0
18500,106980,2380,0,0,0,14.829063,0,0
18540,106980,2380,0,0,0,14.210531,0,0
18580,106980,2380,0,0,0,14.436394,0,0
18620,106980,2380,0,0,0,14.358117,0,0
18660,106980,2380,0,0,0,15.427605,0,0
14700,106980,2400,0,0,0,16.023596,0,0
14740,106980,2400,0,0,0,15.896247,0,0
14780,106980,2400,0,0,0,16.144083,0,0
14820,106980,2400,0,0,0,16.0127,0,0
14860,106980,2400,0,0,0,17.982597,0,0
14900,106980,2400,0,0,0,15.734337,0,0
14940,106980,2400,0,0,0,16.324764,0,0
14980,106980,2400,0,0,0,15.786386,0,0
15020,106980,2400,0,0,0,15.329403,0,0
15060,106980,2400,0,0,0,14.867578,0,0
15100,106980,2400,0,0,0,14.770996,0,0
15140,106980,2400,0,0,0,15.462712,0,0
15180,106980,2400,0,0,0,16.110924,0,0
15220,106980,2400,0,0,0,16.526566,0,0
15260,106980,2400,0,0,0,18.214758,0,0
15300,106980,2400,0,0,0,18.6511,0,0
15340,106980,2400,0,0,0,16.923277,0,0
15380,106980,2400,0,0,0,18.60381,0,0
15420,106980,2400,0,0,0,17.744448,0,0
15460,106980,2400,0,0,0,17.902115,0,0
15500,106980,2400,0,0,0,18.73188,0,0
15540,106980,2400,0,0,0,18.13722,0,0
15580,106980,2400,0,0,0,17.267727,0,0
15620,106980,2400,0,0,0,16.45639,0,0
15660,106980,2400,0,0,0,16.401287,0,0
15700,106980,2400,0,0,0,16.541021,0,0
15740,106980,2400,0,0,0,16.638731,0,0
15780,106980,2400,0,0,0,15.396129,0,0
15820,106980,2400,0,0,0,16.238968,0,0
15860,106980,2400,0,0,0,17.47015,0,0
15900,106980,2400,0,0,0,16.317131,0,0
15940,106980,2400,0,0,0,15.471123,0,0
15980,106980,2400,0,0,0,15.447983,0,0
16020,106980,2400,0,0,0,14.597626,0,0
16060,106980,2400,0,0,0,13.94834,0,1
16100,106980,2400,0,0,0,15.284637,0,1
16140,106980,2400,0,0,0,14.998446,0,1
16180,106980,2400,0,0,0,15.987396,0,1
16220,106980,2400,0,0,0,17.708055,0,1
16260,106980,2400,0,0,0,16.083275,0,1
16300,106980,2400,0,0,0,15.715503,0,1
16340,106980,2400,0,0,0,15.580435,0,1
16380,106980,2400,0,0,0,13.908446,0,1
16420,106980,2400,0,0,0,14.042336,0,1
16460,106980,2400,0,0,0,14.908422,0,1
16500,106980,2400,0,0,0,15.826947,0,1
16540,106980,2400,0,0,0,15.679866,0,1
16580,106980,2400,0,0,0,16.562744,0,1
16620,106980,2400,0,0,0,16.34963,0,1
16660,106980,2400,0,0,0,17.014774,0,1
16700,106980,2400,0,0,0,15.893147,0,1
16740,106980,2400,0,0,0,15.606467,0,1
16780,106980,2400,0,0,0,15.536731,0,1
16820,106980,2400,0,0,0,14.316575,0,1
16860,106980,2400,0,0,0,14.011164,0,1
16900,106980,2400,0,0,0,15.125582,0,1
16940,106980,2400,0,0,0,15.668446,0,1
16980,106980,2400,0,0,0,16.392107,0,1
17020,106980,2400,0,0,0,16.774256,0,1
17060,106980,2400,0,0,0,16.504816,0,1
17100,106980,2400,0,0,0,17.116272,0,1
17140,106980,2400,0,0,0,13.608308,0,2
17180,106980,2400,0,0,0,13.54891,0,2
17220,106980,2400,0,0,0,12.860573,0,2
17260,106980,2400,0,0,0,12.441971,0,3
17300,106980,2400,0,0,0,11.590755,0,3
17340,106980,2400,0,0,0,10.072391,0,3
17380,106980,2400,0,0,0,9.919025,0,3
17420,106980,2400,0,0,0,11.750178,0,3
17460,106980,2400,0,0,0,11.631527,0,3
17500,106980,2400,0,0,0,10.836228,0,3
17540,106980,2400,0,0,0,9.65734,0,3
17580,106980,2400,0,0,0,9.74699,0,3
17620,106980,2400,0,0,0,10.040384,0,3
17660,106980,2400,0,0,0,9.838091,0,0
17700,106980,2400,0,0,0,8.488599,0,0
17740,106980,2400,0,0,0,16.713297,0,0
17780,106980,2400,0,0,0,16.216238,0,0
17820,106980,2400,0,0,0,16.337696,0,0
17860,106980,2400,0,0,0,16.92692,0,0
17900,106980,2400,0,0,0,17.158123,0,0
17940,106980,2400,0,0,0,17.528769,0,0
17980,106980,2400,0,0,0,18.033571,0,0
18020,106980,2400,0,0,0,19.266897,0,0
18060,106980,2400,0,0,0,18.296755,0,0
18100,106980,2400,0,0,0,17.854286,0,0
18140,106980,2400,0,0,0,17.726627,0,0
18180,106980,2400,0,0,0,15.042492,0,0
18220,106980,2400,0,0,0,13.93466,0,0
18260,106980,2400,0,0,0,13.775701,0,0
18300,106980,2400,0,0,0,13.069338,0,0
18340,106980,2400,0,0,0,13.531075,0,0
18380,106980,2400,0,0,0,13.454491,0,0
18420,106980,2400,0,0,0,14.096743,0,0
18460,106980,2400,0,0,0,14.412616,0,0
18500,106980,2400,0,0,0,14.479309,0,0
18540,106980,2400,0,0,0,13.896733,0,0
18580,106980,2400,0,0,0,14.103248,0,0
18620,106980,2400,0,0,0,14.088981,0,0
18660,106980,2400,0,0,0,15.167274,0,0
14700,106980,2420,0,0,0,16.105385,0,0
14740,106980,2420,0,0,0,16.980175,0,0
14780,106980,2420,0,0,0,16.513807,0,0
14820,106980,2420,0,0,0,16.94223,0,0
14860,106980,2420,0,0,0,16.932985,0,0
14900,106980,2420,0,0,0,16.453472,0,0
14940,106980,2420,0,0,0,15.902566,0,0
14980,106980,2420,0,0,0,15.398582,0,0
15020,106980,2420,0,0,0,14.995469,0,0
15060,106980,2420,0,0,0,13.879347,0,0
15100,106980,2420,0,0,0,14.729957,0,0
15140,106980,2420,0,0,0,15.123475,0,0
15180,106980,2420,0,0,0,16.206009,0,0
15220,106980,2420,0,0,0,16.810171,0,0
15260,106980,2420,0,0,0,18.42348,0,0
15300,106980,2420,0,0,0,17.98851,0,0
15340,106980,2420,0,0,0,17.021803,0,0
15380,106980,2420,0,0,0,18.214989,0,0
15420,106980,2420,0,0,0,18.203287,0,0
15460,106980,2420,0,0,0,17.606998,0,0
15500,106980,2420,0,0,0,17.978773,0,0
15540,106980,2420,0,0,0,17.419817,0,0
15580,106980,2420,0,0,0,16.917145,0,0
15620,106980,2420,0,0,0,16.537094,0,0
15660,106980,2420,0,0,0,16.173183,0,0
15700,106980,2420,0,0,0,16.749552,0,0
15740,106980,2420,0,0,0,16.4518,0,0
15780,106980,2420,0,0,0,15.72581,0,0
15820,106980,2420,0,0,0,16.401186,0,0
15860,106980,2420,0,0,0,17.508482,0,0
15900,106980,2420,0,0,0,15.633396,0,0
15940,106980,2420,0,0,0,14.740246,0,0
15980,106980,2420,0,0,0,14.558734,0,1
16020,106980,2420,0,0,0,14.402309,0,1
16060,106980,2420,0,0,0,14.118776,0,1
16100,106980,2420,0,0,0,14.740251,0,1
16140,106980,2420,0,0,0,15.273281,0,1
16180,106980,2420,0,0,0,15.980463,0,1
16220,106980,2420,0,0,0,17.453678,0,1
16260,106980,2420,0,0,0,15.391521,0,1
16300,106980,2420,0,0,0,15.395657,0,1
16340,106980,2420,0,0,0,15.256348,0,1
16380,106980,2420,0,0,0,14.272276,0,1
16420,106980,2420,0,0,0,14.528686,0,1
16460,106980,2420,0,0,0,13.978208,0,1
16500,106980,2420,0,0,0,15.712692,0,1
16540,106980,2420,0,0,0,15.194856,0,1
16580,106980,2420,0,0,0,16.369457,0,1
16620,106980,2420,0,0,0,15.751933,0,1
16660,106980,2420,0,0,0,16.339142,0,1
16700,106980,2420,0,0,0,16.197863,0,1
16740,106980,2420,0,0,0,16.594378,0,1
16780,106980,2420,0,0,0,15.764936,0,1
16820,106980,2420,0,0,0,15.07052,0,1
16860,106980,2420,0,0,0,13.819282,0,1
16900,106980,2420,0,0,0,14.844628,0,1
16940,106980,2420,0,0,0,16.069464,0,1
16980,106980,2420,0,0,0,16.461397,0,1
17020,106980,2420,0,0,0,15.67789,0,1
17060,106980,2420,0,0,0,17.051243,0,1
17100,106980,2420,0,0,0,17.903362,0,1
